rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
01/01/2000,00:00:19.14,496.58,101.07,882.81,-1.88,0.82,0.75,-13.65,45.30,42.75,30.33,9.994,
01/01/2000,00:00:19.24,477.54,102.05,879.88,-1.51,1.76,2.10,-14.10,46.50,42.0,29.99,9.994,
01/01/2000,00:00:19.34,482.91,110.84,880.86,-2.31,-0.89,-0.63,-13.35,46.50,42.30,30.33,9.994,
01/01/2000,00:00:19.44,480.96,106.45,889.16,-0.66,1.61,1.72,-13.95,45.90,42.90,30.09,9.994,
01/01/2000,00:00:19.54,484.86,94.24,886.72,-0.95,-3.98,2.69,-13.20,47.40,43.20,30.47,9.995,
01/01/2000,00:00:19.64,486.33,106.45,892.09,-1.37,-3.27,-2.95,-14.10,44.55,43.05,30.19,9.995,
01/01/2000,00:00:19.74,488.77,85.94,873.54,-1.13,0.92,0.74,-12.60,46.50,43.05,30.28,9.995,
01/01/2000,00:00:19.84,486.33,99.12,867.19,-1.27,-1.25,1.84,-13.20,45.15,41.40,30.33,9.995,
01/01/2000,00:00:19.94,484.38,115.23,860.84,-0.05,1.10,1.99,-12.30,46.50,41.25,30.09,9.995,
01/01/2000,00:00:20.04,484.38,93.75,877.44,-0.18,-4.53,0.10,-12.60,47.25,41.55,30.33,9.995,
01/01/2000,00:00:20.14,485.35,102.54,869.14,1.53,-1.29,2.73,-12.60,46.80,42.0,30.47,9.995,
01/01/2000,00:00:20.24,482.42,89.84,854.00,-2.08,0.68,-2.60,-14.25,43.95,42.45,30.43,9.995,
01/01/2000,00:00:20.34,484.38,92.77,870.61,-2.47,0.84,0.34,-13.05,46.50,42.0,30.52,9.995,
01/01/2000,00:00:20.44,496.58,96.19,873.54,-1.18,2.92,-0.21,-13.50,46.20,42.90,30.33,9.990,
01/01/2000,00:00:20.54,481.93,94.24,856.93,1.01,0.44,3.22,-15.0,46.65,42.45,30.33,9.990,
01/01/2000,00:00:20.64,481.93,103.03,861.82,0.79,-0.15,1.09,-13.50,45.15,42.45,29.99,9.990,
01/01/2000,00:00:20.75,490.23,99.61,871.09,1.42,3.33,2.95,-14.10,46.80,41.55,30.33,9.990,
01/01/2000,00:00:20.85,494.14,90.33,881.84,-0.47,6.63,-2.66,-13.50,44.40,42.90,30.52,9.990,
01/01/2000,00:00:20.95,482.42,113.28,874.02,2.10,1.60,1.11,-13.20,45.45,42.45,30.33,9.990,
01/01/2000,00:00:21.05,496.58,87.40,884.28,0.40,0.26,1.69,-12.75,44.40,41.10,30.33,9.990,
01/01/2000,00:00:21.15,488.77,109.86,886.72,-1.90,3.49,-0.38,-12.75,45.15,42.15,30.52,9.990,
01/01/2000,00:00:21.25,489.75,96.19,867.19,0.72,0.36,2.29,-13.95,46.20,41.40,30.62,9.990,
01/01/2000,00:00:21.35,487.30,100.10,876.46,-0.60,-4.11,-0.18,-12.0,44.70,41.85,30.52,9.990,
01/01/2000,00:00:21.45,494.63,105.96,873.05,1.58,-6.96,2.69,-14.25,45.90,43.20,30.62,9.990,
01/01/2000,00:00:21.55,491.21,94.24,875.0,-2.17,-7.43,-0.27,-12.75,45.15,41.40,29.95,9.990,
01/01/2000,00:00:21.65,490.23,99.12,869.14,-1.21,-2.86,0.29,-13.35,45.75,42.30,30.43,9.990,
01/01/2000,00:00:21.75,494.14,108.40,856.45,0.03,2.16,0.17,-13.50,45.15,42.15,30.47,9.990,
01/01/2000,00:00:21.85,491.70,96.68,861.33,0.75,2.17,2.85,-13.05,44.85,42.30,30.33,9.990,
01/01/2000,00:00:21.95,491.21,94.73,855.96,-2.54,2.82,-2.62,-13.50,45.90,42.45,30.33,9.990,
01/01/2000,00:00:22.05,494.14,94.73,871.09,-0.14,3.75,1.80,-13.35,46.05,42.30,30.28,9.986,
01/01/2000,00:00:22.15,491.70,87.89,867.68,-3.09,4.73,-1.08,-13.35,48.0,42.30,30.28,9.986,
01/01/2000,00:00:22.25,490.72,87.89,871.09,3.49,8.66,-2.49,-13.50,45.90,42.90,30.47,9.986,
01/01/2000,00:00:22.35,479.98,97.17,871.58,-0.55,4.98,-0.84,-11.85,46.80,42.30,29.95,9.986,
01/01/2000,00:00:22.46,480.47,101.56,868.65,-3.57,5.70,0.01,-13.95,45.90,40.65,30.62,9.986,
01/01/2000,00:00:22.56,480.47,95.21,869.63,-0.70,-1.73,-0.52,-13.65,47.25,43.05,30.33,9.986,
01/01/2000,00:00:22.66,485.84,106.93,863.28,-0.50,1.29,-0.10,-14.40,46.05,42.30,30.52,9.986,
01/01/2000,00:00:22.76,486.82,105.47,881.35,-1.66,9.16,0.92,-11.10,46.50,42.75,30.33,9.986,
01/01/2000,00:00:22.86,471.68,103.03,882.32,-2.67,1.12,1.17,-12.45,46.20,42.90,30.43,9.986,
01/01/2000,00:00:22.96,487.30,102.54,880.37,-1.92,4.40,0.44,-14.40,46.50,42.0,30.09,9.986,
01/01/2000,00:00:23.06,487.30,97.17,890.14,0.59,-0.11,1.64,-13.95,45.45,42.15,30.52,9.986,
01/01/2000,00:00:23.16,482.42,95.70,885.25,-4.0,2.28,-1.40,-14.10,46.50,42.75,30.47,9.986,
01/01/2000,00:00:23.26,487.30,95.21,876.46,-1.53,1.30,-1.59,-13.35,45.30,40.20,30.09,9.986,
